Category ID,Category Name,Category Slug,Category Parent,Category Description
7ce4bbf1-8804-47a8-b65e-f9262ff42bf0,Tenisové tašky,tenisove-tasky,1ba42afc-fbec-4599-8f57-e81421bb9889,"<span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Přenášejte své <strong>tenisové vybavení</strong> s lehkostí a stylem díky naší kategorii <strong>tenisových tašek</strong>. Nabízíme široký výběr kvalitních tašek, které uspokojí potřeby každého <strong>tenisového hráče</strong>. Vyberte si svou stylovou a funkční <strong>tenisovou tašku</strong> a buďte připraveni na každý tenisový zápas!</span></span>"
a58f3678-c926-44c4-86e8-38bccce148e9,Tenisové oblečení,tenisove-obleceni,1ba42afc-fbec-4599-8f57-e81421bb9889,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Oblečte se do špičkového <strong>tenisového stylu</strong> s naší nabídkou <strong>tenisového oblečení</strong>. Nabízíme moderní a funkční kolekce, které vám poskytnou pohodlí, volnost pohybu a styl na <strong>tenisových kurtech</strong>. Od <strong>tenisových triček, sukní po kalhoty a bundy</strong>. Vstupte do světa tenisové módy a vyjádřete svou vášeň pro <strong>tenisový sport.</strong></span></span></span>"
22425342-8c8c-4957-8558-4a6fe5169a4c,Tenisové doplňky,tenisove-doplnky,1ba42afc-fbec-4599-8f57-e81421bb9889,"<span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">Dokončete svůj tenisový vzhled s naší kategorií <strong>tenisových doplňků</strong>. Nabízíme široký výběr kvalitních a stylových doplňků, které posunou váš tenisový zážitek na další úroveň. Buďte připraveni na každý zápas s <strong>tenisovými doplňky</strong>, které zdůrazní váš styl a zlepší váš výkon na kurtech.</span></span>"
97c17c48-caa9-4e11-8e0f-3e7eb2823027,Fotbalové oblečení,fotbalove-obleceni,9c4678f0eb08467aa21ba85baf72c929,"<span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">Vyberte si z naší kategorie <strong>fotbalového oblečení</strong> a připravte se na nezapomenutelné <strong>fotbalové zážitky</strong>. Nabízíme širokou škálu stylových a funkčních <strong>fotbalových dresů, trenýrek, mikin, a dalšího oblečení</strong>. Bez ohledu na to, zda jste hráč, fanoušek nebo trenér, u nás najdete to, co potřebujete. </span></span>"
a1c899b0-e420-4065-9a88-7a3a45d73553,Basketbalové míče,basketbalove-mice,2375d537-b747-46c0-b229-ce5fbd6addf1,"<span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">V naší kategorii <strong>basketbalových míčů</strong> najdete široký výběr kvalitních a odolných míčů pro vaše <strong>basketbalové</strong> dovednosti. Nabízíme různé typy a velikosti míčů pro trénink, soutěže nebo rekreační hraní. Vyberte si ten správný <strong>basketbalový míč</strong> pro vaši hru a užijte si nekonečnou zábavu a výkonnost na <strong>basketbalovém hřišti. </strong></span></span>"
4c321a9c-650e-4ae1-8644-2421ef807144,Běžecká obuv,bezecka-obuv,fc87da59-7f41-45de-863f-898d3c21a5e5,"<span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">V naší kategorii <strong>běžecké obuvi</strong> naleznete široký výběr kvalitních a výkonných běžeckých bot pro každého běžce. Nabízíme <strong>boty na běhání</strong> od předních značek, která kombinuje komfort, odpružení a stabilitu.&nbsp; Vyberte si z různých modelů pro běh na silnici, do terénu nebo pro závody.</span></span>"
3309976b-8d34-45a7-bfeb-fe7616337224,Běžecké oblečení,bezecke-obleceni,fc87da59-7f41-45de-863f-898d3c21a5e5,"<span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">V naší kategorii <strong>běžeckého oblečení</strong> najdete kompletní výběr vysoce kvalitního a funkčního oblečení pro váš běžecký trénink. Naše běžecké oblečení je navrženo s důrazem na pohodlí, prodyšnost a ochranu před nepříznivými povětrnostními podmínkami.&nbsp; Vyberte si z naší široké nabídky a vylepšete svůj běžecký zážitek!</span></span>"
ec65871d-3ece-4df7-b303-eb92d5a297e1,Box,box,6852d4e4-8d5e-4947-8f84-2859e9ec370d,"<span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">V naší kategorii <strong>boxu</strong> vám nabízíme širokou škálu vybavení pro tento vzrušující bojový sport. Od kvalitních <strong>boxerských rukavic</strong> a <strong>chráničů</strong> přes <strong>boxerské pytle, štíty a trenérské pomůcky, až po stylové boxerské oblečení</strong>. Naše produkty jsou navrženy s ohledem na vysokou kvalitu, komfort a bezpečnost.</span></span>"
072a7189-6f57-4ef3-b019-8243c68fee13,MMA,mma,6852d4e4-8d5e-4947-8f84-2859e9ec370d,"<span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">Objevte širokou nabídku vybavení pro <strong>MMA</strong> u nás v <strong>Sportovní-eshop.cz</strong>. Vybírejte z kvalitních <strong>MMA rukavic, chráničů, bojových šortek</strong> a <strong>dalšího příslušenství</strong>. Připravte se na bojové zápasy s vybavením, které vám poskytne nezbytnou ochranu a pohodlí.</span></span>"
16f89138-b305-4908-aa95-974976beb0af,Karate,karate,6852d4e4-8d5e-4947-8f84-2859e9ec370d,"<span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte <strong>kvalitní vybavení na karate</strong> pro své tréninky a zápasy. Naše široká nabídka zahrnuje <strong>kimona, ochranné vybavení, pásy a další</strong>. Vyberte si z nejlepších značek a zlepšete své dovednosti v <strong>Karate</strong> s naším vybavením, které naleznete u nás na <strong>Sportovni-eshop.cz</strong></span></span>"
ba1c4146-faf4-4c67-b3ef-53bf523c2fe1,Judo,judo,6852d4e4-8d5e-4947-8f84-2859e9ec370d,"<span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">V naší kategorii <strong>Judo</strong> najdete široký výběr vybavení pro tento bojový sport. Nabízíme kvalitní <strong>judogi, judo opasky, judo rukavice, ochranné vybavení</strong> a <strong>další doplňky</strong> pro trénink i zápasy.&nbsp; Objednejte si u nás vše, co potřebujete k dosažení úspěchu ve vašem tréninku i soutěžích.</span></span>"
76ea3338-d827-4c3f-8f50-734754d9bc1c,Běžecké batohy,bezecke-batohy,fc87da59-7f41-45de-863f-898d3c21a5e5,"<span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte naše kvalitní <strong>běžecké batohy</strong> pro všechny vaše běžecké dobrodružství. Nabízíme širokou škálu <strong>batohů</strong>, které vám poskytnou pohodlnost, bezpečnost a dostatek úložného prostoru pro vaše potřeby. Bez ohledu na to, zda se jedná o kratší výlety do přírody nebo dlouhé maratony, naše běžecké batohy vám poslouží.</span></span>"
4844cd81-8816-4f78-b785-bca60b2cfbd8,Běžecké doplňky,bezecke-doplnky,fc87da59-7f41-45de-863f-898d3c21a5e5,"<span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte široký výběr <strong>běžeckých doplňků</strong> v našem sportovním eshopu. Zlepšete svůj výkon a pohodlí při běhu s našimi kvalitními produkty. Nabízíme <strong>běžecké pásy, pásy na ruce, kompresní punčochy, reflexní vesty, energetické gely</strong> a <strong>další doplňky</strong> pro běžecké nadšence.</span></span>"
03cea608-85ff-42fe-a20c-ec9b6812abd5,Fotbalový brankář,fotbalovy-brankar,9c4678f0eb08467aa21ba85baf72c929,"<span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">V naší kategorii <strong>brankářského fotbalového vybavení</strong> najdete širokou nabídku produktů pro <strong>brankáře</strong>. Od <strong>brankářských rukavic, přes chrániče</strong> a <strong>oblečení</strong>, až po další důležité doplňky. Důvěřujte naší značce a získávejte nejlepší ochranu a komfort na brankářském poli.</span></span>"
50f22b5d-9220-45d8-8efd-2c2ac66c2c5f,Fotbalové chrániče,fotbalove-chranice,9c4678f0eb08467aa21ba85baf72c929,"<span style=""font-family:tahoma,geneva,sans-serif;""><span style=""font-size:14px;"">Nabízíme široký výběr <strong>fotbalových chráničů</strong> pro maximální ochranu a pohodlí. <strong>Fotbalové chrániče na holeně, kolena, lokty a další.</strong> Kvalitní materiály a pevné konstrukce zajišťují bezpečnost a komfort během fotbalového zápasu.</span></span>"
c0c575f8-2742-4343-ab09-2f0de212f0ce,Fotbalové míče,fotbalove-mice,9c4678f0eb08467aa21ba85baf72c929,"<span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">Objevte širokou nabídku <strong>fotbalových míčů</strong> v našem <strong>sportovním eshopu</strong>. Najdete zde kvalitní a odolné <strong>fotbalové míče</strong> pro trénink, nebo zápasy. Vyberte si z různých velikostí, materiálů a designů, abyste si mohli užít nejlepší fotbalový zážitek. Rozvíjejte své dovednosti a pořiďťe si <strong>fotbalový míč</strong>.</span></span>"
7eb48ef6-30c3-427b-aba6-935ba593558e,Tréninkové vybavení,treninkove-vybaveni,9c4678f0eb08467aa21ba85baf72c929,"<span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">Připravte se na maximální výkon s naším <strong>tréninkovým vybavením na fotbal</strong> u nás na <strong>sportovni-eshop.cz</strong>. Najdete zde široký výběr cvičebních pomůcek, posilovacího vybavení, agility překážek a dalších nástrojů. Bez ohledu na vaši úroveň nebo cíle, <strong>tréninkové vybavení</strong> vám poskytne nezbytný prostředek k dosažení úspěchu.</span></span>"
d87ccccf-e381-4712-8b3d-3dccf2b36c00,Boty,boty,,"<span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">Najděte svou ideální <strong>obuv</strong> pro každodenní pohodlí a styl na našem <strong>sportovním e-shopu</strong>. Nabízíme široký výběr <strong>bot a tenisek</strong> pro různé aktivity, od běhu a cvičení po volný čas a módní vzhled. Nechte své nohy dýchat a vychutnejte si každý krok s naší kolekcí <strong>bot a tenisek.</strong></span></span>"
3daff46c-dca8-4934-b5c4-a766bbf4b6ff,Pánské boty,panske-boty,d87ccccf-e381-4712-8b3d-3dccf2b36c00,"<span style=""color:#000000;""><span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">Objevte široký výběr <strong>pánských bot</strong> pro každou příležitost. <strong>Pánské boty</strong> nabízí různé styly, od elegantních, formálních bot, také ale </span></span></span><strong><span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;""><a href=""https://www.sportovni-eshop.cz/boty/panske-boty/panska-outdoorova-obuv""><span style=""color:#800080;"">outdoorovou obuv</span></a></span></span></strong><span style=""color:#000000;""><span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">, nebo </span></span></span><strong><span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;""><a href=""https://www.sportovni-eshop.cz/boty/panske-boty/panske-pantofle""><span style=""color:#800080;"">pánské pantofle</span></a></span></span></strong><span style=""color:#000000;""><span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">, </span></span></span><strong><span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;""><a href=""https://www.sportovni-eshop.cz/boty/panske-boty/panske-sandale""><span style=""color:#800080;"">pánské sandále</span></a></span></span></strong><span style=""color:#000000;""><span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">, stylové </span></span></span><span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;""><a href=""https://www.sportovni-eshop.cz/boty/panske-boty/panske-tenisky""><span style=""color:#800080;""><strong>pánské tenisky</strong></span></a></span></span><span style=""color:#000000;""><span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">. Vyberte si z kvalitního materiálu a precizního zpracování, které zaručí dlouhou životnost a pohodlí. U nás najdete ty správné <strong>pánské boty</strong>, které doplní váš outfit a podtrhnou váš styl.</span></span></span>"
2a94a878-97dd-4779-9260-c555b1b447be,Dámské boty,damske-boty,d87ccccf-e381-4712-8b3d-3dccf2b36c00,"<span style=""font-family:verdana,geneva,sans-serif;""><span style=""font-size:14px;"">Objevte široký výběr <strong>dámských bot a obuvi</strong> v našem sportovním eshopu. Najdete zde trendy modely pro každou příležitost - od <strong><a href=""https://www.sportovni-eshop.cz/boty/damske-boty/damske-tenisky""><span style=""color:#800080;"">sportovního stylu</span></a></strong>, přes <strong><a href=""https://www.sportovni-eshop.cz/boty/damske-boty/damska-outdoorova-obuv""><span style=""color:#800080;"">outdoorovou obuv</span></a></strong>, <strong><a href=""https://www.sportovni-eshop.cz/boty/damske-boty/damske-pantofle""><span style=""color:#800080;"">pantofle</span></a></strong> až po <strong><a href=""https://www.sportovni-eshop.cz/boty/damske-boty/damske-sandale""><span style=""color:#800080;"">sandály,</span></a><span style=""color:#800080;""> </span></strong><span style=""color:#000000;"">nebo </span><a href=""https://www.sportovni-eshop.cz/boty/damske-boty/damske-tenisky/damske-kozacky""><strong><span style=""color:#800080;"">kozačky</span></strong></a>. Vyberte si z různých materiálů, barev a stylů, které doplní váš outfit a poskytnou vám pohodlí. Skvělá funkčnost a styl s našimi <strong>dámskými botami.</strong></span></span>"
f98ea832-35d7-4246-9144-3f4c11121a5d,Dětské boty,detske-boty,d87ccccf-e381-4712-8b3d-3dccf2b36c00,"<span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Nabízíme široký výběr <strong>dětských bot</strong> a <strong>dětské obuvi</strong> pro různé příležitosti. Objednejte si kvalitní a pohodlné <strong>boty pro vaše děti</strong>. S naší nabídkou trendy a odolných <strong>dětských bot</strong> budou vaše děti nejen stylové, ale také pohodlné při každém kroku. Kvalitní a bezpečné <strong>dětské boty</strong> jsou pro nás prioritou.</span></span>"
749a9b62-1111-4330-b0ed-e63b07a7d949,Nově naimortované,nove-naimortovane,,
29679ff0-03ce-4d9d-80c3-877f6cc562a5,Lisovky,lisovky,322b5558432243c0944defe45f907768,"<p><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;""><strong>Kopačky lisovky</strong> zahrnují různé značky, styly a technologie, které vám pomohou dosáhnout maximálního výkonu na hřišti. Všechny <strong>kopačky lisovky</strong> jsou vyrobeny z kvalitních materiálů, které poskytují pohodlí, odolnost a podporu během hry. <strong>Lisovky </strong>s označením <strong>AG</strong> jsou vysloveně pro použití na umělou trávu. <strong>Kopačky lisovky FG/AG</strong> jsou vhodné jak na přírodní, tak na umělou trávu.</span></span></p>"
f5b28762-c9b9-4e79-bb9f-4021056468be,Kolíky a lisokolíky,koliky-a-lisokoliky,322b5558432243c0944defe45f907768,"<span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V této kategorii, jak už název napovídá najdete <strong>kopačky kolíky a lisokolíky. Kopačky s kolíkama a lisokolíky</strong> už tedy na Vás čekají, stačí si vybrat jen ty, které chcete.</span></span>"
e832347d-feae-4497-8eb5-8871619cf0a5,Sálovky,salovky,322b5558432243c0944defe45f907768,"<span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V naší kategorii <strong>sálovky</strong>, respektive <strong>sálové kopačky</strong> najdete širokou nabídku vysoce kvalitních obuvi určené pro hru ve sportovních halách. <strong>Sálovky</strong> jsou navrženy tak, aby poskytovaly optimální přilnavost a stabilitu na vnitřních površích, jako je dřevěná podlaha.</span></span>"
7038e366-d05a-4d99-8aef-0a511d243bc6,Turfy,turfy,322b5558432243c0944defe45f907768,"<span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V kategorii <strong>Turfy</strong>, alias <strong>kopačky turfy</strong> najdete široký výběr kopaček určených pro hru na umělých površích. <strong>Kopačky turfy</strong> jsou vyrobeny s ohledem na zlepšení trakce a stabilitu na umělém trávníku, poskytují přesné ovládání míče a pohodlí během hry.</span></span>"
46d70ba0-1e9b-45e7-894c-901b62721de6,Basketbalové boty,basketbalove-boty,2375d537-b747-46c0-b229-ce5fbd6addf1,"<p><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Vítejte v naší kategorii <strong>boty na basketbal</strong>, kde najdete ten správný pár pro své basketbalové dovednosti. Jsme tu, abychom vám přinesli nejnovější trendy a technologie ve světě basketbalové obuvi. Naše <strong>basketbalové boty</strong> jsou navrženy s ohledem na výkon a pohodlí, aby vás podpořily při každém kroku na hřišti.</span></span></span></p>"
627eea1a-febd-4d31-8f90-8fa57eeda08d,Basketbalové oblečení,basketbalove-obleceni,2375d537-b747-46c0-b229-ce5fbd6addf1,"<p><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Vítejte v naší kolekci <strong>basketbalového oblečení</strong>, kde najdete ty nejstylovější a funkční kousky pro své basketbalové dovednosti. Přinášíme vám nejnovější trendy ve světě basketbalové módy, abyste mohli na hřišti vyniknout jak svým stylem, tak svým výkonem.</span></span></p>"
01638327-00b2-4c0d-9045-02caaff91988,Basketbalové desky a koše,basketbalove-desky-a-kose,2375d537-b747-46c0-b229-ce5fbd6addf1,"<p><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Vítejte v naší kategorii <strong>basketbalových desek a košů</strong>! Zde najdete široký výběr kvalitních a odolných produktů pro ty, kteří milují <a href=""https://www.sportovni-eshop.cz/sporty/basketbal""><span style=""color:#800080;"">basketbal</span></a> a chtějí si užít bezkonkurenční zážitky na hřišti.</span></span></p>

<p>&nbsp;</p>

<p><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">U nás najdete vše, co potřebujete pro dokonalý <strong>basketbalový zážitek</strong>. Bez ohledu na váš věk nebo úroveň dovedností, naše <strong>basketbalové desky a koše</strong> vám pomohou dosáhnout vašich sportovních cílů a užít si spoustu radosti a soutěžení na hřišti. Vyberte si ten nejlepší koš pro vás a začněte si užívat nejvíce vzrušující sport na světě!</span></span></p>"
598471b3-b74c-431e-9f0b-ade55522c2a4,Pánská outdoorová obuv,panska-outdoorova-obuv,3daff46c-dca8-4934-b5c4-a766bbf4b6ff,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte široký výběr <strong>pánské outdoorové obuvi</strong> pro všechny milovníky dobrodružství v přírodě. Vysoce kvalitní <strong>pánské trekové boty</strong> navržené pro pohodlí, odolnost a vynikající trakci na různých terénech. Užijte si výlety, túry a adrenalinové dobrodružství s naší pánskou <strong>outdoorovou obuví</strong>.</span></span></span>"
